EAST,NORTH,RL,HOLEID,PL_CU,lookup_domain
616.88,741.95,317.52,864563,0.662,2310
753.43,711.24,314.96,864567,0.636,2310
793.23,675.35,314.96,864586,0.733,2310
776.79,639.78,315.65,864592,0.66,2310
760.65,604.12,314.96,864596,0.623,2310
1207.11,550.02,314.11,864609,0.479,2310
1211.04,531.61,314.6,864615,0.486,2310
1475.05,513.57,316.01,864634,0.564,3310
1341.92,535.58,316.34,864640,0.647,3310
1483.06,492.15,316.34,864650,0.521,3310
1291.36,506.78,315.65,864653_REMOVE,0.596,2310
1652.45,484.04,315.52,864668,0.607,3310
2024.04,513.11,316.34,864683,0.588,3310
1340.24,595.13,316.5,864707,0.589,2310
2764.13,250.51,366.5,864731,0.076,3121
2659.47,192.21,363.35,864749,0.314,3521
2684.27,274.04,365.55,864750,0.061,3121
2660.45,232.24,363.65,864752,0.101,3121
730.93,657.63,261.16,865776,0.607,2310
916.49,555.1,262.4,865800,0.738,2310
933.94,549.04,262.57,865802,0.716,2310
997.85,515.6,262.66,865820,0.701,2310
1219.41,443.29,265.75,865842,0.775,2310
1241.03,419.21,265.03,865849,0.582,2310
1255.17,431.71,265.81,865851,0.628,2310
1276.43,408.06,264.9,865855,0.639,2310
1403.96,386.44,265.58,865882,0.548,3310
1373.08,359.63,265.09,865887,0.443,3310
2409.63,741.23,314.83,868048,0.357,3521
2466.06,760.52,315.29,868058,0.344,3521
2454.55,740.93,315.39,868050,0.424,3521
2511.27,760.49,315.45,868056,0.325,3026
714.03,666.16,260.93,865775,0.595,2310
781.45,634.4,261.58,865779,0.552,2310
797.79,626.96,261.42,865780,0.648,2310
715.31,647.43,261.35,865783,0.516,2310
832.76,594.08,262.14,865790,0.795,2310
866.36,578.04,262.6,865793,0.734,2310
958.65,526.59,262.6,865817,0.758,2310
975.91,521.51,262.6,865818,0.687,2310
1149.59,462.95,264.83,865837,0.442,2310
1213.7,394.38,264.5,865860,0.687,2210
1318.72,368.1,264.93,865869,0.75,3310
1367.93,393.0,265.26,865876,0.471,3310
1422.89,383.48,265.85,865885,0.483,3310
1477.25,374.33,266.11,865901,0.447,3310
1488.83,388.41,266.24,865909,0.413,3310
1549.92,362.45,265.81,865927,0.408,3310
1634.89,362.39,266.47,865939,0.402,3210
1601.36,321.21,265.91,865946,0.357,3210
1713.77,355.47,268.08,865958,0.38,3210
1714.32,324.53,267.72,865965,0.371,3210
2603.2,252.71,363.22,864766,0.166,3521
2591.0,233.06,363.22,864767,0.179,3521
2567.74,193.29,362.34,864769,0.136,3521
2568.26,233.19,363.22,864772,0.131,3521
2544.57,193.49,362.47,864774,0.117,3521
2565.54,266.78,363.65,864775,0.278,3521
2545.1,233.39,362.66,864778,0.169,3521
2533.35,213.6,362.34,864780,0.13,3521
2350.58,527.87,316.93,864786,0.159,3221
2406.55,507.53,317.03,864810,0.148,3221
2097.66,707.43,315.91,864822,0.663,3210
2138.64,667.01,317.03,864828,0.56,3310
2117.47,744.25,316.54,864829,0.549,3210
2139.13,706.09,316.5,864831,0.37,3210
2496.41,506.35,316.93,864842,0.204,3221
2530.5,525.51,316.47,864848,0.341,3221
2654.65,543.52,317.75,864849,0.176,3521
2149.0,608.55,315.72,864869,0.572,3321
2228.01,627.22,316.57,864873,0.413,3321
2318.33,625.91,317.26,864877,0.493,3221
2160.16,552.18,315.88,864878,0.972,3321
2171.71,608.22,316.34,864880,0.855,3321
2789.95,218.82,364.9,857740,0.082,3121
2855.4,252.12,365.49,857771,0.087,3521
2805.01,211.17,365.06,857778,0.096,3121
2261.44,607.07,316.99,864887,0.306,3221
2306.58,606.52,317.13,864889,0.367,3221
2317.74,586.86,317.88,864893,0.279,3221
2385.55,624.99,317.36,864900,0.29,3221
2441.62,604.61,317.06,864909,0.317,3221
2464.13,604.42,316.77,864910,0.278,3221
2766.46,503.17,318.57,864918,0.065,3026
2688.08,523.58,317.52,864932,0.129,3521
2518.23,467.38,316.83,864945,0.14,3221
2552.58,486.31,316.77,864960,0.273,3221
2665.05,484.89,317.98,864971,0.175,3521
1901.27,405.7,316.7,864986,0.483,3310
1952.09,403.43,316.21,864994,0.457,3310
1938.47,382.63,316.11,864995,0.488,3210
415.05,711.83,315.45,857949,0.555,2310
431.75,703.63,315.29,857951,0.563,2310
480.73,677.94,315.42,857960,0.29,2310
440.73,680.4,315.29,857968,0.69,2310
528.27,688.54,314.76,865072,0.602,2310
528.76,670.98,314.57,865073,0.581,2310
529.94,652.78,314.47,865074,0.537,2310
560.68,670.52,315.06,865078,0.199,2310
583.48,637.13,314.7,865083,0.681,2310
698.31,599.17,314.83,865093,0.584,2310
798.94,552.74,313.81,865117,0.745,2310
742.38,544.18,313.78,865127,0.683,2310
792.93,521.02,313.68,865133,0.603,2310
882.6,514.59,313.91,865149,0.809,2310
1475.31,325.41,314.63,865159,0.551,3310
1499.82,305.1,314.57,865166,0.472,3310
1517.97,302.28,314.4,865169,0.555,3310
1416.26,286.7,313.98,865175,0.385,3310
1573.12,293.43,314.4,865185,0.373,3310
1325.94,346.74,314.57,865201,0.555,3310
1323.67,317.6,314.96,865206,0.422,3310
2024.66,289.49,314.27,865217,0.519,3310
2031.71,272.36,313.85,865218,0.537,3310
2029.88,254.12,313.88,865228,0.723,3310
2003.4,261.31,313.78,865234,0.564,3310
3418.85,816.62,312.7,865244,0.3,3210
2416.65,222.82,314.5,865343,0.168,3026
3022.4,478.3,316.83,865359,0.123,3026
2993.49,453.5,318.41,865363,0.272,3026
2986.4,448.41,318.7,865364,0.291,3026
2965.57,430.43,318.96,865367,0.229,3521
2886.73,366.49,318.08,865379,0.132,3521
2892.24,392.34,318.54,865382,0.128,3521
2900.81,377.55,318.31,865383,0.128,3521
991.1,447.03,315.26,869012,0.727,2310
2489.49,721.41,315.12,868053,0.388,3521
2443.62,760.72,315.52,868059,0.73,3521
1484.04,356.88,265.81,865902,0.447,3310
1495.26,371.21,266.04,865910,0.42,3310
1574.66,342.08,265.35,865931,0.454,3310
1564.55,327.51,265.62,865942,0.481,3310
1668.36,326.82,266.96,865960,0.343,3210
1692.67,325.25,267.42,865962,0.366,3210
1731.52,353.37,268.27,865963,0.418,3210
1750.45,353.56,268.44,865966,0.456,3210
1751.0,323.84,268.11,865971,0.334,3210
1312.59,401.53,264.83,865980,0.529,3310
1843.65,322.85,268.24,866005,0.018,3210
1871.15,338.9,268.11,866016,0.018,3210
830.99,611.99,262.04,865782,0.611,2310
731.68,640.28,261.42,865784,0.544,2310
848.61,604.09,262.14,865791,0.705,2310
900.25,562.78,262.6,865798,0.677,2310
981.52,540.11,263.06,865807,0.656,2310
1025.94,501.46,262.7,865824,0.591,2310
1041.78,494.44,263.12,865826,0.552,2310
1081.38,493.33,263.09,865830,0.772,2310
1074.23,479.12,263.09,865832,0.554,2310
1183.58,452.91,265.09,865839,0.546,2310
1207.14,433.75,265.16,865843,0.635,2310
1337.62,380.96,265.06,865866,0.541,3310
1356.35,378.6,264.93,865868,0.596,3310
1385.72,389.23,265.39,865879,0.421,3310
1397.39,403.63,264.99,865881,0.526,3310
1429.38,366.26,266.04,865886,0.495,3310
1391.52,356.25,264.83,865889,0.463,3310
1409.8,353.23,265.52,865891,0.47,3310
2076.04,359.93,315.35,861012,0.486,3310
1837.81,340.87,316.14,861013,0.304,3210
1788.04,341.29,316.77,861015,0.372,3210
1542.9,428.43,316.11,861024,0.535,3310
1567.34,425.31,316.11,861025,0.494,3310
1615.87,416.88,316.17,861027,0.488,3310
1428.17,350.25,265.81,865893,0.552,3310
1501.79,353.83,265.75,865911,0.435,3310
1538.18,348.51,265.62,865925,0.4,3310
1641.59,346.97,266.57,865950,0.326,3210
1742.01,340.14,268.21,865967,0.399,3210
1787.29,307.43,268.31,866010,0.018,3210
338.34,823.77,259.58,869632,0.657,2310
2386.96,741.75,314.8,868047,0.288,3521
2488.54,760.45,315.42,868057,0.351,3521
2486.74,558.14,416.57,868161,0.197,3521
1623.61,395.52,315.95,861032,0.459,3310
1608.22,375.87,315.78,861038,0.651,3310
1484.93,396.71,316.01,861049,0.565,3310
1493.75,373.18,316.24,861050,0.414,3310
1542.9,364.91,316.27,861051,0.532,3310
1477.58,353.92,316.47,861059,0.302,3310
1526.69,345.59,316.7,861061,0.489,3310
1576.33,337.32,316.14,861063,0.42,3310
1699.99,320.69,315.65,861068,0.422,3210
1949.92,317.57,315.26,861075,0.424,3210
2212.19,382.24,313.94,861100,0.556,3521
2185.94,339.78,315.62,861106,0.728,3310
2285.98,397.17,315.32,861109,0.275,3521
2311.24,338.21,314.93,861128,0.28,3521
1274.53,433.02,315.72,861172,0.623,2310
1249.17,462.78,316.44,861181,0.496,2310
1229.71,447.49,317.03,861184,0.481,2310
1096.48,473.31,315.39,861218,0.585,2310
825.22,663.6,314.24,861219,0.663,2310
841.98,637.49,314.96,861224,0.731,2310
974.17,454.68,315.12,869010,0.696,2310
3265.93,761.63,316.31,861263,0.12,3210
2499.46,400.54,314.34,861405,0.131,3221
2549.59,399.82,315.72,861413,0.078,3221
2477.38,741.13,315.35,868051,0.361,3521
2420.92,760.85,315.26,868060,0.684,3521
1167.44,381.15,315.55,869013,0.605,2310
1699.36,401.99,366.27,859009,0.43,3310
1736.34,418.29,365.22,859011,0.379,3310
1845.79,419.18,365.62,859023,0.475,3310
1924.46,398.67,365.81,859030,0.415,3310
2963.14,790.47,366.37,859056,0.18,3026
2965.47,808.25,366.24,859058,0.276,3026
3022.03,737.68,364.14,859061,0.294,3026
2842.83,556.84,365.42,859101,0.693,3521
2862.16,566.19,364.8,859103,0.322,3521
2861.14,588.9,364.7,859104,0.21,3521
2880.96,578.46,364.6,859105,0.187,3521
2899.79,589.68,364.5,859109,0.187,3521
2993.88,672.82,364.04,859115,0.411,3026
3054.15,708.29,363.58,859118,0.185,3026
2907.96,409.99,365.62,859179,0.067,3026
2869.84,386.11,366.08,859181,0.129,3521
3282.17,765.18,364.01,859183,0.26,3210
2813.44,620.89,316.93,870289,0.864,3521
2677.32,582.47,316.31,870296,0.247,3521
2699.79,581.91,316.31,870297,0.24,3026
2722.49,581.45,316.67,870298,0.175,3026
2744.18,581.19,316.86,870299,0.185,3026
2732.14,482.7,317.39,870306,0.117,3521
2375.61,761.4,315.65,868062,0.398,3521
2432.27,741.46,315.19,868049,0.82,3521
3225.61,728.66,363.88,859225,0.133,3026
3380.01,758.35,363.42,859250,0.171,3521
1706.81,338.01,364.96,859303,0.348,3210
1762.65,278.69,364.73,859324,0.527,3210
1807.99,317.34,364.67,859334,0.38,3210
2189.42,234.14,364.17,859342,0.479,3310
2279.91,272.1,364.07,859352,0.688,3210
2301.5,271.38,364.5,859355,0.321,3026
2335.88,251.59,363.78,859362,0.436,3026
1738.37,588.11,315.12,859397,0.584,3310
1969.8,649.4,315.98,859404,0.516,3310
1924.95,650.18,315.85,859412,0.59,3310
1868.33,670.82,314.5,859419,0.491,3310
2049.72,706.06,316.99,859432,0.967,3210
2070.0,590.05,316.63,859463,0.575,3310
2137.49,589.16,316.27,859466,0.772,3310
2126.36,569.74,316.21,859471,0.512,3310
2148.31,569.47,316.04,859472,0.761,3321
2425.09,250.45,363.52,859500,0.209,3521
2978.3,626.1,316.14,870320,0.099,3521
3036.14,662.55,314.99,870323,0.286,3210
2743.29,463.96,317.09,870331,0.151,3521
2766.46,463.54,317.49,870332,0.08,3521
2855.4,463.93,318.7,870337,0.115,3026
2888.67,444.18,318.27,870339,0.094,3521
2998.38,615.05,316.17,870345,0.116,3210
3150.64,712.65,314.86,870359,0.14,3026
2839.98,677.35,315.65,870383,0.355,3521
2925.18,499.72,318.47,870399,0.276,3521
3077.35,596.18,316.31,870409,0.132,3210
3113.37,623.25,315.85,870411,0.274,3210
3245.59,795.36,315.12,870421,0.189,3026
3166.0,814.09,315.45,870430,0.292,3026
3186.47,780.17,315.16,870433,0.124,3026
3208.25,747.36,314.99,870437,0.164,3026
2443.26,721.51,315.39,868055,0.373,3521
2398.61,760.94,315.95,868061,0.299,3521
2524.0,356.78,316.31,861415,0.12,3521
771.15,821.74,261.68,861495,0.579,2310
830.89,790.24,261.75,861502,0.664,2310
870.72,769.57,262.47,861514,0.578,2310
966.23,816.78,263.32,861580,0.439,2310
1016.26,708.68,263.94,861604,0.77,2310
997.99,695.62,264.17,861614,0.772,2310
1057.24,689.91,264.76,861620,0.946,2310
1280.43,610.19,269.0,861636,0.498,2310
1243.62,583.94,268.31,861653,0.463,2310
1552.58,645.69,268.21,861662,0.648,3310
1560.65,624.86,268.73,861666,0.577,3310
1619.38,634.6,269.03,861673,0.531,3310
1181.45,373.71,315.39,869015,0.514,2310
1182.53,337.65,316.11,869017,0.638,2310
1576.17,582.4,269.46,861678,0.609,3310
1368.56,636.83,269.69,861689,0.676,3310
1325.87,584.76,269.55,861692,0.526,3310
1340.01,602.09,269.39,861693,0.646,3310
1354.25,619.41,269.65,861694,0.683,3310
1376.59,616.0,269.85,861695,0.651,3310
1479.74,618.62,269.42,861710,0.514,3310
1473.35,579.88,268.86,861713,0.559,3310
1458.98,562.39,268.96,861719,0.632,3310
2120.1,802.61,268.7,861767,0.293,3210
2115.77,771.38,269.65,861770,0.512,3210
2148.44,712.36,270.01,861782,0.758,3321
2159.4,692.57,270.28,861787,0.598,3321
2147.72,673.02,270.08,861801,0.665,3321
2250.91,790.9,269.52,861806,0.274,3321
2275.45,747.2,268.96,861808,0.397,3321
2289.01,811.12,269.04,861816,0.479,3221
2801.04,599.92,317.22,870288,0.137,3521
2776.99,482.83,317.45,870308,0.07,3521
3017.15,650.05,315.22,870322,0.133,3210
2889.69,481.61,318.5,870335,0.208,3026
3055.6,652.41,315.09,870348,0.335,3210
3074.23,664.23,315.35,870349,0.219,3210
2920.52,613.24,317.91,870364,0.134,3521
2869.11,627.35,317.75,870372,0.15,3521
2880.83,633.85,317.52,870373,0.142,3521
2802.84,631.52,316.47,870380,0.283,3521
2341.14,724.14,268.58,861828,0.571,3221
1809.21,467.87,270.74,861896,0.524,3310
1859.34,466.95,271.06,861899,0.479,3310
1871.57,449.43,271.0,861905,0.626,3310
1504.02,499.1,268.64,861906,0.454,3310
1552.35,491.82,268.57,861908,0.476,3310
1603.86,480.27,268.9,861912,0.511,3310
1691.39,467.64,269.13,861919,0.484,3310
1702.91,451.4,269.19,861930,0.469,3310
1712.09,429.74,269.06,861931,0.455,3210
1690.37,430.4,269.09,861932,0.481,3310
1732.66,386.11,269.55,861949,0.407,3210
1723.51,407.63,269.03,861951,0.427,3210
2615.67,353.07,364.63,859505,0.067,3121
2638.83,352.48,364.96,859508,0.061,3121
2729.94,351.27,365.49,859520,0.046,3521
2707.66,311.7,365.78,859522,0.072,3121
2252.05,743.88,314.83,859529,0.264,3321
2274.89,782.63,315.72,859533,0.394,3321
2297.43,742.7,315.45,859535,0.363,3221
2297.69,783.16,315.39,859536,0.753,3521
2319.7,742.77,315.32,859538,0.359,3221
2320.79,781.97,315.58,859539,0.39,3521
2262.16,723.05,315.78,859542,0.587,3321
2286.21,724.27,315.45,859543,0.477,3321
2307.86,723.44,315.45,859544,0.383,3221
2354.28,760.88,315.26,859559,0.374,3521
2364.95,741.42,315.45,859560,0.434,3521
2363.9,664.13,316.7,859565,0.421,3221
2387.09,663.96,316.44,859566,0.466,3221
2634.63,738.8,315.49,859576,0.192,3521
2623.12,719.47,316.01,859577,0.157,3521
2509.63,642.74,316.17,859615,0.266,3521
2856.45,756.09,315.26,859637,0.25,3026
1168.46,367.6,315.65,869014,0.506,2310
2835.65,619.21,317.03,870291,0.242,3521
2846.31,599.72,317.72,870292,0.135,3521
2857.63,618.75,317.09,870293,0.406,3521
2755.04,482.63,317.36,870307,0.071,3521
2867.64,521.31,318.44,870317,0.108,3521
2664.32,445.2,316.47,870325,0.08,3521
2708.98,444.9,316.7,870327,0.095,3521
2901.2,500.87,318.6,870336,0.169,3521
2979.94,603.23,316.73,870344,0.17,3521
2701.43,618.82,315.68,870279,0.139,3521
2724.56,619.44,316.04,870281,0.137,3521
2868.92,598.77,318.41,870294,0.239,3521
2822.13,482.76,318.44,870310,0.092,3521
2959.44,614.59,316.6,870319,0.098,3521
2686.96,444.87,316.7,870326,0.084,3121
2754.25,443.46,316.77,870329,0.09,3521
3111.83,710.39,314.67,870352,0.181,3026
2920.72,635.22,317.36,870365,0.115,3521
2883.35,610.45,318.47,870370,0.152,3521
2900.74,623.22,318.01,870371,0.151,3521
2763.47,636.83,316.01,870377,0.2,3521
2782.3,643.39,316.5,870378,1.922,3521
2917.83,679.88,316.57,870387,0.082,3026
3030.14,795.69,314.9,870395,0.324,3026
2944.9,489.68,318.41,870403,0.154,3026
3171.31,746.9,315.81,870418,0.115,3026
2951.66,816.16,316.11,859642,0.211,3026
2952.71,794.61,315.95,859647,0.131,3026
2953.17,771.84,315.39,859652,0.304,3026
2781.94,663.6,316.27,859664,0.239,3521
516.65,816.59,316.73,859669,0.723,2310
1777.61,593.98,313.65,859735,0.656,3310
1811.6,613.11,315.16,859738,0.662,3310
1822.1,554.71,313.85,859745,0.545,3310
1776.73,515.73,314.4,859750,0.497,3310
2801.14,560.91,318.11,859787,0.127,3521
2823.77,560.65,318.34,859788,0.819,3521
2684.7,671.15,316.7,859818,1.413,3521
2554.97,603.17,316.14,859884,0.334,3521
2621.25,602.58,315.78,859888,0.19,3521
2655.24,621.38,315.35,859890,0.977,3026
2643.79,602.05,315.78,859892,0.899,3521
1776.76,405.89,316.31,859906,0.555,3310
2778.53,600.94,317.36,870286,0.144,3521
2790.34,619.64,316.96,870287,0.243,3521
2654.55,582.73,315.95,870295,0.302,3521
3170.39,766.82,315.72,870419,0.174,3026
3146.8,824.92,315.65,870429,0.265,3026
2811.77,408.88,316.14,870578,0.053,3521
2700.74,289.46,314.67,870588,0.112,3121
1187.06,759.83,265.09,870597,0.822,2310
1349.56,707.7,267.26,870603,0.646,3310
1350.91,684.83,267.32,870604,0.7,3310
1293.59,668.29,267.36,870632,0.555,2310
1314.69,658.19,267.62,870633,0.571,2310
1628.3,721.67,267.32,870653,0.571,3310
2711.01,601.5,316.24,870280,0.222,3521
2733.58,600.64,316.57,870282,0.154,3521
2746.61,618.26,316.47,870283,0.286,3521
2756.12,599.66,317.09,870284,0.137,3521
1837.98,382.86,316.04,859909,0.59,3210
1813.18,383.98,316.34,859910,0.392,3210
1849.82,361.73,315.98,859913,0.39,3210
1825.87,362.81,316.31,859914,0.39,3210
1377.55,436.57,315.19,859920,0.526,3310
1418.2,451.2,314.99,859922,0.529,3310
1506.09,449.2,315.85,859926,0.491,3310
1426.69,428.04,314.9,859931,0.671,3310
1862.62,340.47,315.58,859941,0.471,3210
2562.78,427.41,315.95,859952,0.12,3221
2697.89,425.74,316.86,859961,0.108,3521
2787.85,424.56,317.72,859968,0.104,3521
1723.41,577.64,269.42,870667,0.561,3310
1664.75,568.2,268.34,870670,0.667,3310
1502.97,554.45,267.62,870680,0.575,3310
1525.12,551.1,267.65,870681,0.514,3310
1547.39,547.1,267.75,870682,0.519,3310
1569.7,543.72,267.98,870683,0.532,3310
1392.24,573.48,268.04,870695,0.583,3310
1844.74,736.17,267.42,870709,0.54,3310
1910.75,617.34,269.88,870725,0.616,3310
1921.74,637.03,269.52,870729,0.716,3310
2124.66,634.07,269.26,870748,0.516,3310
2079.32,596.08,269.88,870751,0.509,3310
2662.95,720.59,268.77,870767,0.34,3521
1898.05,520.92,269.16,870774,0.627,3310
1909.01,540.08,269.62,870802,0.566,3310
2021.84,538.18,269.75,870807,0.67,3310
2000.41,578.1,271.65,870813,0.578,3310
2158.06,575.51,270.54,870831,0.71,3321
2702.61,481.97,268.67,870847,0.089,3521
2169.38,594.7,269.82,870855,1.158,3321
2177.97,575.41,269.23,870856,1.012,3321
2226.36,486.96,268.37,870868,0.345,3521
2675.91,707.93,268.41,870877,0.372,3521
2706.68,711.31,268.5,870881,0.374,3521
2767.41,620.26,316.7,870285,0.784,3521
2766.75,580.79,317.26,870300,0.218,3521
2856.71,579.02,318.41,870304,0.241,3521
2788.77,502.05,318.01,870311,0.061,3026
2857.66,500.12,318.47,870315,0.205,3521
2889.91,521.67,318.73,870318,0.132,3521
2998.61,638.34,315.68,870321,0.135,3210
3149.89,734.01,315.09,870355,0.158,3026
3093.62,676.2,315.55,870356,0.184,3210
2941.03,601.82,317.49,870361,0.342,3521
2745.39,734.67,267.42,870888,0.454,3521
2765.14,724.3,267.13,870891,0.343,3521
2804.09,748.15,265.81,870895,0.244,3026
2821.35,759.8,265.32,870896,0.259,3026
2864.49,692.8,267.22,870912,0.259,3521
2961.21,708.09,266.17,870921,0.161,3026
2823.64,736.77,266.86,870926,0.201,3521
2843.56,748.54,266.44,870927,0.25,3026
2881.32,773.15,265.78,870929,0.103,3026
2998.48,753.99,265.62,870930,0.244,3026
2921.05,751.07,266.04,870947,0.195,3026
2978.2,786.47,265.09,870959,0.308,3026
2997.59,776.07,265.22,870967,0.331,3026
2884.17,682.63,267.55,870968,0.182,3521
2848.12,592.11,267.45,870979,0.234,3521
2943.13,649.92,267.42,870987,0.141,3521
2981.35,696.64,266.34,870990,0.112,3026
3304.19,781.68,266.5,871007,0.112,3026
2789.72,580.93,317.45,870301,0.171,3521
2812.36,580.99,317.65,870302,0.229,3521
2880.1,578.89,318.37,870305,0.191,3521
2833.78,502.91,318.37,870313,0.164,3026
2877.15,502.12,318.73,870316,0.177,3521
3055.79,673.58,314.86,870324,0.259,3210
2866.82,482.5,318.7,870334,0.232,3026
2900.45,462.62,318.37,870340,0.216,3026
2960.85,591.62,317.39,870343,0.277,3521
3017.8,628.14,315.88,870346,0.155,3210
3092.38,698.41,315.32,870351,0.286,3026
2921.67,589.82,318.24,870363,0.134,3521
2904.45,559.73,318.93,870366,0.109,3521
2900.05,645.39,317.49,870374,0.158,3026
2822.36,642.38,316.67,870381,0.403,3521
2936.14,692.47,316.21,870388,0.16,3026
2963.11,524.1,318.6,870401,0.155,3521
3001.46,547.89,317.82,870405,0.104,3210
3039.13,572.2,316.83,870407,0.183,3210
3265.28,783.55,315.19,870440,0.168,3210
3360.22,821.61,313.03,870450,0.168,3026
2774.23,396.87,315.81,870582,0.063,3521
2748.77,397.82,315.65,870584,0.048,3521
2903.2,579.28,318.44,870367,0.267,3521
2889.82,593.72,318.77,870368,0.361,3521
2955.89,704.35,316.24,870389,0.268,3026
2993.79,728.6,315.62,870391,0.268,3026
3051.14,764.23,315.58,870394,0.274,3026
3068.13,821.44,314.8,870396,0.291,3026
3226.1,782.83,315.29,870414,0.173,3026
3282.27,820.36,314.24,870423,0.158,3026
3185.94,802.55,315.16,870431,0.163,3026
3303.66,807.99,314.24,870442,0.138,3026
3321.71,819.38,313.85,870443,0.117,3026
2805.1,375.84,316.11,870577,0.058,3521
2710.58,332.73,316.27,870591,0.079,3121
1408.62,702.48,267.45,870610,0.774,3310
1154.74,688.77,265.68,870616,0.457,2310
1353.2,662.42,267.72,870624,0.366,3310
1669.77,665.7,268.21,870660,0.507,3310
1777.45,736.8,267.59,870661,0.703,3310
1592.08,539.65,267.88,870684,0.626,3310
1614.26,535.75,268.08,870685,0.481,3310
1428.66,587.09,268.24,870688,0.635,3310
1398.44,611.99,268.83,870690,0.528,3310
1414.46,569.97,267.62,870692,0.532,3310
1833.42,716.69,268.27,870708,0.585,3310
2056.52,596.38,269.69,870738,0.531,3310
2000.41,616.52,269.85,870739,0.594,3310
2801.3,653.04,316.21,870379,0.644,3521
2898.64,668.13,316.47,870386,0.104,3026
3107.89,800.51,315.52,870398,0.299,3026
2925.94,477.55,318.24,870402,0.219,3026
3187.78,758.81,315.22,870420,0.167,3026
3264.49,806.22,314.7,870422,0.17,3026
3226.36,760.09,315.06,870438,0.147,3026
2730.63,332.86,315.72,870592,0.105,3121
2753.33,332.14,315.16,870593,0.091,3121
1425.22,714.59,267.59,870611,0.674,3310
1410.39,679.45,267.32,870620,0.392,3310
1528.99,709.3,267.36,870639,0.59,3310
1558.75,684.63,267.65,870643,0.462,3310
1566.65,719.11,267.39,870644,0.611,3310
1661.8,686.86,268.21,870659,0.567,3310
1788.37,717.47,268.34,870662,0.536,3310
1686.96,564.13,268.8,870671,0.627,3310
1695.16,542.67,268.86,870679,0.536,3310
1355.3,559.47,268.04,870696,0.566,3310
1878.04,716.06,268.18,870713,0.756,3310
1854.09,598.77,270.28,870719,0.531,3310
1899.43,637.36,269.82,870728,0.68,3310
1967.28,636.17,269.62,870731,0.599,3310
2012.26,634.86,270.05,870733,0.928,3310
1955.93,616.13,269.82,870734,0.65,3310
2079.84,634.8,269.82,870746,0.449,3310
2102.35,634.53,269.49,870747,0.504,3310
2146.67,634.3,269.03,870749,1.103,3321
2124.13,595.49,269.82,870753,0.724,3310
2146.28,596.02,269.75,870754,0.957,3321
2713.44,807.37,266.5,870759,0.254,3210
2663.04,763.96,268.08,870765,0.187,3521
3037.19,640.14,315.29,870347,0.128,3210
3112.45,687.59,315.16,870357,0.327,3026
2879.94,655.73,317.39,870385,0.151,3026
3031.81,751.99,315.58,870393,0.26,3026
3020.1,560.16,317.45,870406,0.105,3210
3129.55,642.28,315.81,870412,0.525,3210
3244.31,817.34,314.44,870415,0.169,3026
3184.21,824.92,315.06,870427,0.151,3026
3204.65,790.8,315.09,870432,0.116,3026
2724.46,312.16,315.52,870590,0.115,3121
1189.91,737.03,265.39,870598,0.822,2310
1347.49,730.04,267.19,870602,0.616,3310
1406.84,722.85,267.26,870609,0.868,3310
1054.74,712.45,263.35,870612,0.378,2310
1194.28,691.92,266.01,870626,0.455,2310
1214.36,682.99,266.31,870627,0.686,2310
1506.52,712.36,267.55,870637,0.567,3310
1654.35,708.85,267.32,870658,0.446,3310
1701.33,581.45,268.93,870666,0.569,3310
1672.92,546.71,268.54,870678,0.618,3310
1370.82,577.48,268.01,870693,0.526,3310
1466.19,540.31,267.19,870701,0.516,3310
1532.76,529.84,267.19,870704,0.493,3310
1832.11,638.67,269.39,870717,0.581,3310
1854.61,638.08,269.62,870718,0.672,3310
1876.76,598.84,270.21,870720,0.617,3310
1978.3,616.19,269.52,870735,0.597,3310
2034.21,596.61,269.72,870737,0.531,3310
2023.12,616.69,269.91,870740,0.554,3310
2045.49,615.83,269.91,870741,0.698,3310
2688.9,807.14,266.31,870763,0.245,3521
1863.86,502.02,269.23,870771,0.571,3310
1909.04,501.0,268.96,870775,0.64,3310
2044.44,499.46,269.16,870785,0.729,3310
2068.1,615.7,270.05,870742,0.502,3310
2169.21,634.4,269.0,870750,0.683,3321
2101.86,595.82,269.69,870752,0.7,3310
2113.04,614.98,269.62,870755,0.585,3310
2135.85,615.11,269.39,870756,0.6,3310
2688.11,763.7,267.75,870761,0.195,3521
1965.83,520.0,269.19,870780,0.601,3310
1988.27,519.77,269.16,870782,0.84,3310
1999.0,499.99,269.03,870783,0.664,3310
2088.6,498.54,269.65,870787,1.276,3310
2055.37,519.28,269.55,870793,0.595,3310
1932.27,538.86,269.52,870803,0.599,3310
2044.41,537.55,269.62,870808,0.65,3310
2010.98,557.73,270.9,870818,0.632,3310
2033.75,557.57,270.8,870820,0.593,3310
2815.9,545.49,268.08,870837,0.079,3026
2777.64,524.36,268.37,870839,0.091,3521
2178.66,618.98,269.62,870854,0.646,3321
2190.01,553.5,268.96,870857,0.259,3321
2200.74,488.64,268.57,870870,0.294,3521
2688.04,699.76,269.36,870878,0.366,3521
2709.4,754.22,267.85,870886,0.338,3521
2902.58,717.9,266.7,870910,0.094,3026
2980.7,719.44,265.72,870920,0.157,3026
2785.22,713.14,267.36,870924,0.402,3521
2838.77,410.75,317.16,870575,0.107,3521
2799.27,396.8,316.01,870579,0.083,3521
2765.83,410.55,315.35,870581,0.064,3521
2781.52,375.35,315.85,870583,0.047,3521
2761.63,375.22,315.81,870585,0.058,3521
